X,Y,Z
4.285714285714284699e+00,-6.428571428571428825e+00,4.285714285714284699e+00
-6.428571428571428825e+00,-4.285714285714286476e+00,-4.285714285714286476e+00
-6.428571428571428825e+00,-4.285714285714286476e+00,-2.142857142857142350e+00
-6.428571428571428825e+00,-4.285714285714286476e+00,0.000000000000000000e+00
-6.428571428571428825e+00,-4.285714285714286476e+00,2.142857142857142350e+00
-6.428571428571428825e+00,-4.285714285714286476e+00,4.285714285714284699e+00
-4.285714285714286476e+00,-4.285714285714286476e+00,-6.428571428571428825e+00
-4.285714285714286476e+00,-4.285714285714286476e+00,-4.285714285714286476e+00
-4.285714285714286476e+00,-4.285714285714286476e+00,-2.142857142857142350e+00
-4.285714285714286476e+00,-4.285714285714286476e+00,0.000000000000000000e+00
-4.285714285714286476e+00,-4.285714285714286476e+00,2.142857142857142350e+00
-4.285714285714286476e+00,-4.285714285714286476e+00,4.285714285714284699e+00
-4.285714285714286476e+00,-4.285714285714286476e+00,6.428571428571427049e+00
-2.142857142857142350e+00,-4.285714285714286476e+00,-6.428571428571428825e+00
-2.142857142857142350e+00,-4.285714285714286476e+00,-4.285714285714286476e+00
-2.142857142857142350e+00,-4.285714285714286476e+00,-2.142857142857142350e+00
-2.142857142857142350e+00,-4.285714285714286476e+00,0.000000000000000000e+00
-2.142857142857142350e+00,-4.285714285714286476e+00,2.142857142857142350e+00
-2.142857142857142350e+00,-4.285714285714286476e+00,4.285714285714284699e+00
-2.142857142857142350e+00,-4.285714285714286476e+00,6.428571428571427049e+00
0.000000000000000000e+00,-4.285714285714286476e+00,-6.428571428571428825e+00
0.000000000000000000e+00,-4.285714285714286476e+00,-4.285714285714286476e+00
0.000000000000000000e+00,-4.285714285714286476e+00,-2.142857142857142350e+00
0.000000000000000000e+00,-4.285714285714286476e+00,2.142857142857142350e+00
0.000000000000000000e+00,-4.285714285714286476e+00,4.285714285714284699e+00
0.000000000000000000e+00,-4.285714285714286476e+00,6.428571428571427049e+00
2.142857142857142350e+00,-4.285714285714286476e+00,-6.428571428571428825e+00
2.142857142857142350e+00,-4.285714285714286476e+00,-4.285714285714286476e+00
2.142857142857142350e+00,-4.285714285714286476e+00,-2.142857142857142350e+00
2.142857142857142350e+00,-4.285714285714286476e+00,0.000000000000000000e+00
2.142857142857142350e+00,-4.285714285714286476e+00,2.142857142857142350e+00
2.142857142857142350e+00,-4.285714285714286476e+00,4.285714285714284699e+00
2.142857142857142350e+00,-4.285714285714286476e+00,6.428571428571427049e+00
4.285714285714284699e+00,-4.285714285714286476e+00,-6.428571428571428825e+00
4.285714285714284699e+00,-4.285714285714286476e+00,-4.285714285714286476e+00
4.285714285714284699e+00,-4.285714285714286476e+00,-2.142857142857142350e+00
4.285714285714284699e+00,-4.285714285714286476e+00,0.000000000000000000e+00
4.285714285714284699e+00,-4.285714285714286476e+00,2.142857142857142350e+00
4.285714285714284699e+00,-4.285714285714286476e+00,4.285714285714284699e+00
4.285714285714284699e+00,-4.285714285714286476e+00,6.428571428571427049e+00
6.428571428571427049e+00,-4.285714285714286476e+00,-4.285714285714286476e+00
6.428571428571427049e+00,-4.285714285714286476e+00,-2.142857142857142350e+00
6.428571428571427049e+00,-4.285714285714286476e+00,0.000000000000000000e+00
6.428571428571427049e+00,-4.285714285714286476e+00,2.142857142857142350e+00
6.428571428571427049e+00,-4.285714285714286476e+00,4.285714285714284699e+00
-8.571428571428571175e+00,-2.142857142857142350e+00,0.000000000000000000e+00
-6.428571428571428825e+00,-2.142857142857142350e+00,-4.285714285714286476e+00
-6.428571428571428825e+00,-2.142857142857142350e+00,-2.142857142857142350e+00
-6.428571428571428825e+00,-2.142857142857142350e+00,0.000000000000000000e+00
-6.428571428571428825e+00,-2.142857142857142350e+00,2.142857142857142350e+00
-6.428571428571428825e+00,-2.142857142857142350e+00,4.285714285714284699e+00
-4.285714285714286476e+00,-2.142857142857142350e+00,-6.428571428571428825e+00
-4.285714285714286476e+00,-2.142857142857142350e+00,-4.285714285714286476e+00
-4.285714285714286476e+00,-2.142857142857142350e+00,-2.142857142857142350e+00
-4.285714285714286476e+00,-2.142857142857142350e+00,0.000000000000000000e+00
-4.285714285714286476e+00,-2.142857142857142350e+00,2.142857142857142350e+00
-4.285714285714286476e+00,-2.142857142857142350e+00,4.285714285714284699e+00
-4.285714285714286476e+00,-2.142857142857142350e+00,6.428571428571427049e+00
-2.142857142857142350e+00,-2.142857142857142350e+00,-6.428571428571428825e+00
-2.142857142857142350e+00,-2.142857142857142350e+00,-4.285714285714286476e+00
-2.142857142857142350e+00,-2.142857142857142350e+00,4.285714285714284699e+00
-2.142857142857142350e+00,-2.142857142857142350e+00,6.428571428571427049e+00
0.000000000000000000e+00,-2.142857142857142350e+00,-8.571428571428571175e+00
0.000000000000000000e+00,-2.142857142857142350e+00,-6.428571428571428825e+00
0.000000000000000000e+00,-2.142857142857142350e+00,-4.285714285714286476e+00
0.000000000000000000e+00,-2.142857142857142350e+00,4.285714285714284699e+00
0.000000000000000000e+00,-2.142857142857142350e+00,6.428571428571427049e+00
0.000000000000000000e+00,-2.142857142857142350e+00,8.571428571428569398e+00
2.142857142857142350e+00,-2.142857142857142350e+00,-6.428571428571428825e+00
2.142857142857142350e+00,-2.142857142857142350e+00,-4.285714285714286476e+00
2.142857142857142350e+00,-2.142857142857142350e+00,4.285714285714284699e+00
2.142857142857142350e+00,-2.142857142857142350e+00,6.428571428571427049e+00
4.285714285714284699e+00,-2.142857142857142350e+00,-6.428571428571428825e+00
4.285714285714284699e+00,-2.142857142857142350e+00,-4.285714285714286476e+00
4.285714285714284699e+00,-2.142857142857142350e+00,-2.142857142857142350e+00
4.285714285714284699e+00,-2.142857142857142350e+00,0.000000000000000000e+00
4.285714285714284699e+00,-2.142857142857142350e+00,2.142857142857142350e+00
4.285714285714284699e+00,-2.142857142857142350e+00,4.285714285714284699e+00
4.285714285714284699e+00,-2.142857142857142350e+00,6.428571428571427049e+00
6.428571428571427049e+00,-2.142857142857142350e+00,-4.285714285714286476e+00
6.428571428571427049e+00,-2.142857142857142350e+00,-2.142857142857142350e+00
6.428571428571427049e+00,-2.142857142857142350e+00,0.000000000000000000e+00
6.428571428571427049e+00,-2.142857142857142350e+00,2.142857142857142350e+00
6.428571428571427049e+00,-2.142857142857142350e+00,4.285714285714284699e+00
8.571428571428569398e+00,-2.142857142857142350e+00,0.000000000000000000e+00
-8.571428571428571175e+00,0.000000000000000000e+00,-2.142857142857142350e+00
-8.571428571428571175e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.571428571428571175e+00,0.000000000000000000e+00,2.142857142857142350e+00
-6.428571428571428825e+00,0.000000000000000000e+00,-4.285714285714286476e+00
-6.428571428571428825e+00,0.000000000000000000e+00,-2.142857142857142350e+00
-6.428571428571428825e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.428571428571428825e+00,0.000000000000000000e+00,2.142857142857142350e+00
-6.428571428571428825e+00,0.000000000000000000e+00,4.285714285714284699e+00
-4.285714285714286476e+00,0.000000000000000000e+00,-6.428571428571428825e+00
-4.285714285714286476e+00,0.000000000000000000e+00,-4.285714285714286476e+00
-4.285714285714286476e+00,0.000000000000000000e+00,-2.142857142857142350e+00
-4.285714285714286476e+00,0.000000000000000000e+00,2.142857142857142350e+00
-4.285714285714286476e+00,0.000000000000000000e+00,4.285714285714284699e+00
-4.285714285714286476e+00,0.000000000000000000e+00,6.428571428571427049e+00
-2.142857142857142350e+00,0.000000000000000000e+00,-8.571428571428571175e+00
-2.142857142857142350e+00,0.000000000000000000e+00,-6.428571428571428825e+00
-2.142857142857142350e+00,0.000000000000000000e+00,-4.285714285714286476e+00
-2.142857142857142350e+00,0.000000000000000000e+00,4.285714285714284699e+00
-2.142857142857142350e+00,0.000000000000000000e+00,6.428571428571427049e+00
-2.142857142857142350e+00,0.000000000000000000e+00,8.571428571428569398e+00
0.000000000000000000e+00,0.000000000000000000e+00,-8.571428571428571175e+00
0.000000000000000000e+00,0.000000000000000000e+00,-6.428571428571428825e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.428571428571427049e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.571428571428569398e+00
2.142857142857142350e+00,0.000000000000000000e+00,-8.571428571428571175e+00
2.142857142857142350e+00,0.000000000000000000e+00,-6.428571428571428825e+00
2.142857142857142350e+00,0.000000000000000000e+00,-4.285714285714286476e+00
2.142857142857142350e+00,0.000000000000000000e+00,4.285714285714284699e+00
2.142857142857142350e+00,0.000000000000000000e+00,6.428571428571427049e+00
2.142857142857142350e+00,0.000000000000000000e+00,8.571428571428569398e+00
4.285714285714284699e+00,0.000000000000000000e+00,-6.428571428571428825e+00
4.285714285714284699e+00,0.000000000000000000e+00,-4.285714285714286476e+00
4.285714285714284699e+00,0.000000000000000000e+00,-2.142857142857142350e+00
4.285714285714284699e+00,0.000000000000000000e+00,2.142857142857142350e+00
4.285714285714284699e+00,0.000000000000000000e+00,4.285714285714284699e+00
4.285714285714284699e+00,0.000000000000000000e+00,6.428571428571427049e+00
6.428571428571427049e+00,0.000000000000000000e+00,-4.285714285714286476e+00
6.428571428571427049e+00,0.000000000000000000e+00,-2.142857142857142350e+00
6.428571428571427049e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.428571428571427049e+00,0.000000000000000000e+00,2.142857142857142350e+00
6.428571428571427049e+00,0.000000000000000000e+00,4.285714285714284699e+00
8.571428571428569398e+00,0.000000000000000000e+00,-2.142857142857142350e+00
8.571428571428569398e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.571428571428569398e+00,0.000000000000000000e+00,2.142857142857142350e+00
-8.571428571428571175e+00,2.142857142857142350e+00,0.000000000000000000e+00
-6.428571428571428825e+00,2.142857142857142350e+00,-4.285714285714286476e+00
-6.428571428571428825e+00,2.142857142857142350e+00,-2.142857142857142350e+00
-6.428571428571428825e+00,2.142857142857142350e+00,0.000000000000000000e+00
-6.428571428571428825e+00,2.142857142857142350e+00,2.142857142857142350e+00
-6.428571428571428825e+00,2.142857142857142350e+00,4.285714285714284699e+00
-4.285714285714286476e+00,2.142857142857142350e+00,-6.428571428571428825e+00
-4.285714285714286476e+00,2.142857142857142350e+00,-4.285714285714286476e+00
-4.285714285714286476e+00,2.142857142857142350e+00,-2.142857142857142350e+00
-4.285714285714286476e+00,2.142857142857142350e+00,0.000000000000000000e+00
-4.285714285714286476e+00,2.142857142857142350e+00,2.142857142857142350e+00
-4.285714285714286476e+00,2.142857142857142350e+00,4.285714285714284699e+00
-4.285714285714286476e+00,2.142857142857142350e+00,6.428571428571427049e+00
-2.142857142857142350e+00,2.142857142857142350e+00,-6.428571428571428825e+00
-2.142857142857142350e+00,2.142857142857142350e+00,-4.285714285714286476e+00
-2.142857142857142350e+00,2.142857142857142350e+00,4.285714285714284699e+00
-2.142857142857142350e+00,2.142857142857142350e+00,6.428571428571427049e+00
0.000000000000000000e+00,2.142857142857142350e+00,-8.571428571428571175e+00
0.000000000000000000e+00,2.142857142857142350e+00,-6.428571428571428825e+00
0.000000000000000000e+00,2.142857142857142350e+00,-4.285714285714286476e+00
0.000000000000000000e+00,2.142857142857142350e+00,4.285714285714284699e+00
0.000000000000000000e+00,2.142857142857142350e+00,6.428571428571427049e+00
0.000000000000000000e+00,2.142857142857142350e+00,8.571428571428569398e+00
2.142857142857142350e+00,2.142857142857142350e+00,-6.428571428571428825e+00
2.142857142857142350e+00,2.142857142857142350e+00,-4.285714285714286476e+00
2.142857142857142350e+00,2.142857142857142350e+00,4.285714285714284699e+00
2.142857142857142350e+00,2.142857142857142350e+00,6.428571428571427049e+00
4.285714285714284699e+00,2.142857142857142350e+00,-6.428571428571428825e+00
4.285714285714284699e+00,2.142857142857142350e+00,-4.285714285714286476e+00
4.285714285714284699e+00,2.142857142857142350e+00,-2.142857142857142350e+00
4.285714285714284699e+00,2.142857142857142350e+00,0.000000000000000000e+00
4.285714285714284699e+00,2.142857142857142350e+00,2.142857142857142350e+00
4.285714285714284699e+00,2.142857142857142350e+00,4.285714285714284699e+00
4.285714285714284699e+00,2.142857142857142350e+00,6.428571428571427049e+00
6.428571428571427049e+00,2.142857142857142350e+00,-4.285714285714286476e+00
6.428571428571427049e+00,2.142857142857142350e+00,-2.142857142857142350e+00
6.428571428571427049e+00,2.142857142857142350e+00,0.000000000000000000e+00
6.428571428571427049e+00,2.142857142857142350e+00,2.142857142857142350e+00
6.428571428571427049e+00,2.142857142857142350e+00,4.285714285714284699e+00
8.571428571428569398e+00,2.142857142857142350e+00,0.000000000000000000e+00
-6.428571428571428825e+00,4.285714285714284699e+00,-4.285714285714286476e+00
-6.428571428571428825e+00,4.285714285714284699e+00,-2.142857142857142350e+00
-6.428571428571428825e+00,4.285714285714284699e+00,0.000000000000000000e+00
-6.428571428571428825e+00,4.285714285714284699e+00,2.142857142857142350e+00
-6.428571428571428825e+00,4.285714285714284699e+00,4.285714285714284699e+00
-4.285714285714286476e+00,4.285714285714284699e+00,-6.428571428571428825e+00
-4.285714285714286476e+00,4.285714285714284699e+00,-4.285714285714286476e+00
-4.285714285714286476e+00,4.285714285714284699e+00,-2.142857142857142350e+00
-4.285714285714286476e+00,4.285714285714284699e+00,0.000000000000000000e+00
-4.285714285714286476e+00,4.285714285714284699e+00,2.142857142857142350e+00
-4.285714285714286476e+00,4.285714285714284699e+00,4.285714285714284699e+00
-4.285714285714286476e+00,4.285714285714284699e+00,6.428571428571427049e+00
-2.142857142857142350e+00,4.285714285714284699e+00,-6.428571428571428825e+00
-2.142857142857142350e+00,4.285714285714284699e+00,-4.285714285714286476e+00
-2.142857142857142350e+00,4.285714285714284699e+00,-2.142857142857142350e+00
-2.142857142857142350e+00,4.285714285714284699e+00,0.000000000000000000e+00
-2.142857142857142350e+00,4.285714285714284699e+00,2.142857142857142350e+00
-2.142857142857142350e+00,4.285714285714284699e+00,4.285714285714284699e+00
-2.142857142857142350e+00,4.285714285714284699e+00,6.428571428571427049e+00
0.000000000000000000e+00,4.285714285714284699e+00,-6.428571428571428825e+00
0.000000000000000000e+00,4.285714285714284699e+00,-4.285714285714286476e+00
0.000000000000000000e+00,4.285714285714284699e+00,-2.142857142857142350e+00
0.000000000000000000e+00,4.285714285714284699e+00,2.142857142857142350e+00
0.000000000000000000e+00,4.285714285714284699e+00,4.285714285714284699e+00
0.000000000000000000e+00,4.285714285714284699e+00,6.428571428571427049e+00
2.142857142857142350e+00,4.285714285714284699e+00,-6.428571428571428825e+00
2.142857142857142350e+00,4.285714285714284699e+00,-4.285714285714286476e+00
2.142857142857142350e+00,4.285714285714284699e+00,-2.142857142857142350e+00
2.142857142857142350e+00,4.285714285714284699e+00,0.000000000000000000e+00
2.142857142857142350e+00,4.285714285714284699e+00,2.142857142857142350e+00
2.142857142857142350e+00,4.285714285714284699e+00,4.285714285714284699e+00
2.142857142857142350e+00,4.285714285714284699e+00,6.428571428571427049e+00
4.285714285714284699e+00,4.285714285714284699e+00,-6.428571428571428825e+00
4.285714285714284699e+00,4.285714285714284699e+00,-4.285714285714286476e+00
4.285714285714284699e+00,4.285714285714284699e+00,-2.142857142857142350e+00
4.285714285714284699e+00,4.285714285714284699e+00,0.000000000000000000e+00
4.285714285714284699e+00,4.285714285714284699e+00,2.142857142857142350e+00
4.285714285714284699e+00,4.285714285714284699e+00,4.285714285714284699e+00
4.285714285714284699e+00,4.285714285714284699e+00,6.428571428571427049e+00
6.428571428571427049e+00,4.285714285714284699e+00,-4.285714285714286476e+00
6.428571428571427049e+00,4.285714285714284699e+00,-2.142857142857142350e+00
6.428571428571427049e+00,4.285714285714284699e+00,0.000000000000000000e+00
6.428571428571427049e+00,4.285714285714284699e+00,2.142857142857142350e+00
6.428571428571427049e+00,4.285714285714284699e+00,4.285714285714284699e+00
-4.285714285714286476e+00,6.428571428571427049e+00,-4.285714285714286476e+00
-4.285714285714286476e+00,6.428571428571427049e+00,-2.142857142857142350e+00
-4.285714285714286476e+00,6.428571428571427049e+00,0.000000000000000000e+00
-4.285714285714286476e+00,6.428571428571427049e+00,2.142857142857142350e+00
-4.285714285714286476e+00,6.428571428571427049e+00,4.285714285714284699e+00
-2.142857142857142350e+00,6.428571428571427049e+00,-4.285714285714286476e+00
-2.142857142857142350e+00,6.428571428571427049e+00,-2.142857142857142350e+00
-2.142857142857142350e+00,6.428571428571427049e+00,0.000000000000000000e+00
-2.142857142857142350e+00,6.428571428571427049e+00,2.142857142857142350e+00
-2.142857142857142350e+00,6.428571428571427049e+00,4.285714285714284699e+00
0.000000000000000000e+00,6.428571428571427049e+00,-4.285714285714286476e+00
0.000000000000000000e+00,6.428571428571427049e+00,-2.142857142857142350e+00
0.000000000000000000e+00,6.428571428571427049e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.428571428571427049e+00,2.142857142857142350e+00
0.000000000000000000e+00,6.428571428571427049e+00,4.285714285714284699e+00
2.142857142857142350e+00,6.428571428571427049e+00,-4.285714285714286476e+00
2.142857142857142350e+00,6.428571428571427049e+00,-2.142857142857142350e+00
2.142857142857142350e+00,6.428571428571427049e+00,0.000000000000000000e+00
2.142857142857142350e+00,6.428571428571427049e+00,2.142857142857142350e+00
2.142857142857142350e+00,6.428571428571427049e+00,4.285714285714284699e+00
4.285714285714284699e+00,6.428571428571427049e+00,-4.285714285714286476e+00
4.285714285714284699e+00,6.428571428571427049e+00,-2.142857142857142350e+00
4.285714285714284699e+00,6.428571428571427049e+00,0.000000000000000000e+00
4.285714285714284699e+00,6.428571428571427049e+00,2.142857142857142350e+00
4.285714285714284699e+00,6.428571428571427049e+00,4.285714285714284699e+00
-2.142857142857142350e+00,8.571428571428569398e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.571428571428569398e+00,-2.142857142857142350e+00
0.000000000000000000e+00,8.571428571428569398e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.571428571428569398e+00,2.142857142857142350e+00
2.142857142857142350e+00,8.571428571428569398e+00,0.000000000000000000e+00
